Sport,Discipline,Athlete,Event,Country,Medal,Year,Season,Gender,City
Wrestling,Wrestling Free.,"CARR, Nathaniel",62 - 68KG (Lightweight),United States,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"FADZAEV, Arsen",62 - 68KG (Lightweight),Soviet Union,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"PARK, Jang-Soon",62 - 68KG (Lightweight),"Korea, South",Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"SOFIADI-RAKHMAT, Sukra",68 - 74KG (Welterweight),Bulgaria,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"MONDAY, Kenneth",68 - 74KG (Welterweight),United States,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"VARAEV, Adlan",68 - 74KG (Welterweight),Soviet Union,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"LOHYNA, Jozef",74 - 82KG (Middleweight),Czechoslovakia,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"HAN, Myung-Woo",74 - 82KG (Middleweight),"Korea, South",Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"GENCALP, Necmi",74 - 82KG (Middleweight),Turkey,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"KIM, Tae-Woo",82 - 90KG (Light-Heavyweight),"Korea, South",Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"KHADARTSEV, Makharbek",82 - 90KG (Light-Heavyweight),Soviet Union,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"OTA, Akira",82 - 90KG (Light-Heavyweight),Japan,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"SCHERR, William Edwin",90 - 100KG (Heavyweight),United States,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"PUSCASU, Vasile",90 - 100KG (Heavyweight),Romania,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Free.,"KHABELOV, Yuri",90 - 100KG (Heavyweight),Soviet Union,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"TSENOV, Bratan Tzenov",- 48KG (Light-Flyweight),Bulgaria,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"MAENZA, Vincenzo",- 48KG (Light-Flyweight),Italy,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"GLAB, Andrzej",- 48KG (Light-Flyweight),Poland,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"JOHANSSON, Tomas",100 - 130KG (Super Heavyweight),Sweden,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KARELIN, Aleksandr",100 - 130KG (Super Heavyweight),Soviet Union,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"GEROVSKI, Rangel Ivanov",100 - 130KG (Super Heavyweight),Bulgaria,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"LEE, Jae-Suk",48 - 52KG (Flyweight),"Korea, South",Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"RÖNNINGEN, Jon",48 - 52KG (Flyweight),Norway,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"MIYAHARA, Atsuji",48 - 52KG (Flyweight),Japan,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"HOLIDIS, Charalambos",52 - 57KG (Bantamweight),Greece,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"SIKE, Andras",52 - 57KG (Bantamweight),Hungary,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"BALOV, Stoyan",52 - 57KG (Bantamweight),Bulgaria,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"AN, Dae-Hyun",57 - 62KG (Featherweight),"Korea, South",Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"MADZHIDOV, Kamandar",57 - 62KG (Featherweight),Soviet Union,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"VANGELOV, Jivko",57 - 62KG (Featherweight),Bulgaria,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"SIPILA, Tapio",62 - 68KG (Lightweight),Finland,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"DJULFALAKIAN, Levon",62 - 68KG (Lightweight),Soviet Union,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KIM, Sung-Moon",62 - 68KG (Lightweight),"Korea, South",Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"TRACZ, Jozef",68 - 74KG (Welterweight),Poland,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KIM, Young-Nam",68 - 74KG (Welterweight),"Korea, South",Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"TURLYKHANOV, Daulet",68 - 74KG (Welterweight),Soviet Union,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KIM, Sang-Kyu",74 - 82KG (Middleweight),"Korea, South",Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"MAMIASHVILI, Mikhail",74 - 82KG (Middleweight),Soviet Union,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KOMAROMI, Tibor",74 - 82KG (Middleweight),Hungary,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"POPOV, Vladimir",82 - 90KG (Light-Heavyweight),Soviet Union,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KOMCHEV, Atanas Slavov",82 - 90KG (Light-Heavyweight),Bulgaria,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KOSKELA, Harri Matias",82 - 90KG (Light-Heavyweight),Finland,Silver,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"KOSLOWSKI, Dennis Marvin",90 - 100KG (Heavyweight),United States,Bronze,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"WRONSKI, Andrzej",90 - 100KG (Heavyweight),Poland,Gold,1988,summer,Men,Seoul
Wrestling,Wrestling Gre-R,"HIMMEL, Gerhard",90 - 100KG (Heavyweight),West Germany,Silver,1988,summer,Men,Seoul
Aquatics,Diving,"XIONG, Ni",10M Platform,China,Bronze,1992,summer,Men,Barcelona
Aquatics,Diving,"SUN, Shuwei",10M Platform,China,Gold,1992,summer,Men,Barcelona
Aquatics,Diving,"DONIE, Scott R.",10M Platform,United States,Silver,1992,summer,Men,Barcelona
Aquatics,Diving,"CLARK, Mary Ellen",10M Platform,United States,Bronze,1992,summer,Women,Barcelona
Aquatics,Diving,"FU, Mingxia",10M Platform,China,Gold,1992,summer,Women,Barcelona
Aquatics,Diving,"MIROCHINA, Elena",10M Platform,Réunion,Silver,1992,summer,Women,Barcelona
Aquatics,Diving,"SAUTIN, Dmitry",3M Springboard,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Diving,"LENZI, Mark Edward",3M Springboard,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Diving,"TAN, Liang-De",3M Springboard,China,Silver,1992,summer,Men,Barcelona
Aquatics,Diving,"BALDUS, Brita Pia",3M Springboard,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Diving,"GAO, Min",3M Springboard,China,Gold,1992,summer,Women,Barcelona
Aquatics,Diving,"LACHKO, Irina",3M Springboard,Réunion,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"BERKOFF, David Charles",100M Backstroke,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"TEWKSBURY, Mark",100M Backstroke,Canada,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"ROUSE, Jeff Norman",100M Backstroke,United States,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"LOVELESS, Lea",100M Backstroke,United States,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"EGERSZEGI, Krisztina",100M Backstroke,Hungary,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"SZABO, Tunde",100M Backstroke,Hungary,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"ROGERS, Philip John",100M Breaststroke,Australia,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"DIEBEL, Nelson",100M Breaststroke,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"ROZSA, Norbert",100M Breaststroke,Hungary,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"RILEY, Samantha Linette",100M Breaststroke,Australia,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"RUDKOVSKAYA, Elena",100M Breaststroke,Réunion,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"NALL, Anita",100M Breaststroke,United States,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"NESTY, Anthony Conrad",100M Butterfly,Suriname,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"MORALES, Pablo",100M Butterfly,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"SZUKALA, Rafal",100M Butterfly,Poland,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"PLEWINSKI, Catherine",100M Butterfly,France,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"QIAN, Hong",100M Butterfly,China,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",100M Butterfly,United States,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"CARON, Stephan",100M Freestyle,France,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"POPOV, Alexander",100M Freestyle,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"BORGES, Gustavo",100M Freestyle,Brazil,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"VAN ALMSICK, Franziska",100M Freestyle,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"ZHUANG, Yong",100M Freestyle,China,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"THOMPSON, Jenny",100M Freestyle,United States,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"HOFFMANN, Jörg",1500M Freestyle,Germany,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"PERKINS, Kieren John",1500M Freestyle,Australia,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"HOUSMAN, Glen Clifford",1500M Freestyle,Australia,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"BATTISTELLI, Stefano",200M Backstroke,Italy,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"LOPEZ-ZUBERO, Martin",200M Backstroke,Spain,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"SELKOV, Vladimir",200M Backstroke,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"STEVENSON, Nicole Dawn",200M Backstroke,Australia,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"EGERSZEGI, Krisztina",200M Backstroke,Hungary,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"HASE, Dagmar",200M Backstroke,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"GILLINGHAM, Nick",200M Breaststroke,United Kingdom,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"BARROWMAN, Mike",200M Breaststroke,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"ROZSA, Norbert",200M Breaststroke,Hungary,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"NALL, Anita",200M Breaststroke,United States,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"IWASAKI, Kyoko",200M Breaststroke,Japan,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"LIN, Li",200M Breaststroke,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"ESPOSITO, Franck",200M Butterfly,France,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"STEWART, Melvin",200M Butterfly,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"LOADER, Danyon Joseph",200M Butterfly,New Zealand,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"O'NEILL, Susan",200M Butterfly,Australia,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"SANDERS, Summer",200M Butterfly,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"WANG, Xiaohong",200M Butterfly,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"KASVIO, Antti Alexander",200M Freestyle,Finland,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"SADOVYI, Evgueni",200M Freestyle,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"HOLMERTZ, Anders",200M Freestyle,Sweden,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"KIELGASS, Kerstin",200M Freestyle,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"HAISLETT, Nicole Lee",200M Freestyle,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"VAN ALMSICK, Franziska",200M Freestyle,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"CZENE, Attila",200M Individual Medley,Hungary,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"DARNYI, Tamas",200M Individual Medley,Hungary,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"BURGESS, Gregory",200M Individual Medley,United States,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"HUNGER, Daniela",200M Individual Medley,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"LIN, Li",200M Individual Medley,China,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"SANDERS, Summer",200M Individual Medley,United States,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"HOLMERTZ, Anders",400M Freestyle,Sweden,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"SADOVYI, Evgueni",400M Freestyle,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"PERKINS, Kieren John",400M Freestyle,Australia,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"LEWIS, Hayley Jane",400M Freestyle,Australia,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"HASE, Dagmar",400M Freestyle,Germany,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"EVANS, Janet",400M Freestyle,United States,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"SACCHI, Luca",400M Individual Medley,Italy,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"DARNYI, Tamas",400M Individual Medley,Hungary,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"NAMESNIK, Eric",400M Individual Medley,United States,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"SANDERS, Summer",400M Individual Medley,United States,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"EGERSZEGI, Krisztina",400M Individual Medley,Hungary,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"LIN, Li",400M Individual Medley,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"PINGER, Mark",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"RICHTER, Dirk",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"SZIGAT, Andreas",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"TRÖGER, Christian",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"ZESNER, Steffen",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"ZIKARSKY, Bengt",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"BIONDI, Matthew",4X100M Freestyle Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"HUDEPOHL, Joseph",4X100M Freestyle Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"JAGER, Thomas Michael",4X100M Freestyle Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"JORDAN, Shaun",4X100M Freestyle Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"OLSEN, Jon",4X100M Freestyle Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"THOMAS, Joel",4X100M Freestyle Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"BASHKATOV, Juri",4X100M Freestyle Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"KHNYKIN, Pavlo",4X100M Freestyle Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"POPOV, Alexander",4X100M Freestyle Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"PRIGODA, Guennadi",4X100M Freestyle Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"PYSHNENKO, Vladimir",4X100M Freestyle Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"TAIANOVITCH, Veniamin",4X100M Freestyle Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"HADDING, Annette",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"HUNGER, Daniela",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"KIELGASS, Kerstin",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"OSYGUS, Simone",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"STELLMACH, Manuela",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"VAN ALMSICK, Franziska",4X100M Freestyle Relay,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",4X100M Freestyle Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"HAISLETT, Nicole Lee",4X100M Freestyle Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"MARTINO, Angel",4X100M Freestyle Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"TAPPIN, Ashley T",4X100M Freestyle Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"THOMPSON, Jenny",4X100M Freestyle Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"TORRES, Dara",4X100M Freestyle Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"LE, Jingyi",4X100M Freestyle Relay,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"LU, Bin",4X100M Freestyle Relay,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"YANG, Wenyi",4X100M Freestyle Relay,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"ZHAO, Kun",4X100M Freestyle Relay,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"ZHUANG, Yong",4X100M Freestyle Relay,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"CLARKE, Stephen",4X100M Medley Relay,Canada,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"CLEVELAND, Jonathan Thomas",4X100M Medley Relay,Canada,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"GERY, Marcel",4X100M Medley Relay,Canada,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"PONTING, Thomas",4X100M Medley Relay,Canada,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"TEWKSBURY, Mark",4X100M Medley Relay,Canada,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"BERKOFF, David Charles",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"BIONDI, Matthew",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"DERSCH, Hans",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"DIEBEL, Nelson",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"MORALES, Pablo",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"OLSEN, Jon",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"ROUSE, Jeff Norman",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"STEWART, Melvin",4X100M Medley Relay,United States,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"IVANOV, Vassili",4X100M Medley Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"KHNYKIN, Pavlo",4X100M Medley Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"KULIKOV, Vladislav",4X100M Medley Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"POPOV, Alexander",4X100M Medley Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"PYSHNENKO, Vladimir",4X100M Medley Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"SELKOV, Vladimir",4X100M Medley Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"VOLKOV, Dmitri",4X100M Medley Relay,Réunion,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"CHOUBINA, Elena",4X100M Medley Relay,Réunion,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"KIRITCHENKO, Olga",4X100M Medley Relay,Réunion,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"MESHCHERYAKOVA, Natalia",4X100M Medley Relay,Réunion,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"RUDKOVSKAYA, Elena",4X100M Medley Relay,Réunion,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"ZHIVANEVSKAYA, Nina Alexandrovna",4X100M Medley Relay,Réunion,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"HAISLETT, Nicole Lee",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"KLEINE, Megan A.",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"LOVELESS, Lea",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"NALL, Anita",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"SANDERS, Summer",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"THOMPSON, Jenny",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"WAGSTAFF, Elizabeth",4X100M Medley Relay,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"BRENDEL, Daniela",4X100M Medley Relay,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"DÖRRIS, Jana",4X100M Medley Relay,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"HASE, Dagmar",4X100M Medley Relay,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"HUNGER, Daniela",4X100M Medley Relay,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"OSYGUS, Simone",4X100M Medley Relay,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"USTROWSKI, Bettina",4X100M Medley Relay,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"VAN ALMSICK, Franziska",4X100M Medley Relay,Germany,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"GJERTSEN, Douglas S.",4X200M Freestyle Relay,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"HUDEPOHL, Joseph",4X200M Freestyle Relay,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"JAFFE, Scott",4X200M Freestyle Relay,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"JORGENSEN, Daniel Plong",4X200M Freestyle Relay,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"OLSEN, Jon",4X200M Freestyle Relay,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"STEWART, Melvin",4X200M Freestyle Relay,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"KOUDRIAVTSEV, Alexei",4X200M Freestyle Relay,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"LEPIKOV, Dmitri",4X200M Freestyle Relay,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"MOUKHINE, Jouri",4X200M Freestyle Relay,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"PYSHNENKO, Vladimir",4X200M Freestyle Relay,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"SADOVYI, Evgueni",4X200M Freestyle Relay,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"TAIANOVITCH, Veniamin",4X200M Freestyle Relay,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"FROLANDER, Lars",4X200M Freestyle Relay,Sweden,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"HOLMERTZ, Anders",4X200M Freestyle Relay,Sweden,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"WALLIN, Christer",4X200M Freestyle Relay,Sweden,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"WERNER, Tommy",4X200M Freestyle Relay,Sweden,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"JAGER, Thomas Michael",50M Freestyle,United States,Bronze,1992,summer,Men,Barcelona
Aquatics,Swimming,"POPOV, Alexander",50M Freestyle,Réunion,Gold,1992,summer,Men,Barcelona
Aquatics,Swimming,"BIONDI, Matthew",50M Freestyle,United States,Silver,1992,summer,Men,Barcelona
Aquatics,Swimming,"MARTINO, Angel",50M Freestyle,United States,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"YANG, Wenyi",50M Freestyle,China,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"ZHUANG, Yong",50M Freestyle,China,Silver,1992,summer,Women,Barcelona
Aquatics,Swimming,"HENKE, Jana",800M Freestyle,Germany,Bronze,1992,summer,Women,Barcelona
Aquatics,Swimming,"EVANS, Janet",800M Freestyle,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Swimming,"LEWIS, Hayley Jane",800M Freestyle,Australia,Silver,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"OKUNO, Fumiko",Duet,Japan,Bronze,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"TAKAYAMA, Aki",Duet,Japan,Bronze,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"JOSEPHSON, Karen",Duet,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"JOSEPHSON, Sarah",Duet,United States,Gold,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"VILAGOS, Penny",Duet,Canada,Silver,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"VILAGOS, Vicky",Duet,Canada,Silver,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"OKUNO, Fumiko",Solo,Japan,Bronze,1992,summer,Women,Barcelona
Aquatics,Synchronized S.,"BABB-SPRAGUE, Kristen",Solo,United States,Gold,1992,summer,Women,Barcelona
